0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,target
0.012987012987012986,0.0,0.2,0.6666666666666666,0.05555555555555558,0.2,0.2222222222222222,0.2,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.04296260760640708,0.1293122818580823,0.09878143151495938,0.10785443395465183,0.14865477460386803,0.16130705315990793,0.006191682094274551,0.0038647243420950926,0.0029514254401067238,0.006826823956690629,0.0,0.0018915534571922537,0
0.14285714285714285,1.0,0.2,0.6666666666666666,0.2962962962962963,0.2,0.1111111111111111,0.1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.022813890887769514,0.10509309885105683,0.07226723352943552,0.08229807149197127,0.1222529589273505,0.14323880572261682,0.0023528391958243296,0.0009790634999974235,0.0007476944448270367,0.0012970965517712194,0.001145309655563191,0.0010025233323118945,0
0.025974025974025976,1.0,0.0,0.3333333333333333,0.37037037037037035,0.2,0.2222222222222222,0.2,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.061902001545801014,0.14576149317674553,0.1164026590339092,0.1273751311224078,0.1638133395970383,0.1861931089175787,0.004584940590810305,0.004470197822356657,0.001955811258310722,0.006837064192625665,0.0035564878778014874,0.0023417431800040103,0
0.49350649350649345,1.0,0.0,0.3333333333333333,0.33333333333333337,0.2,0.2222222222222222,0.1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.08895518509634605,0.1387315187920368,0.10938369212887425,0.09150972323085613,0.12542470762311844,0.14391425422494547,0.03727702204857994,0.0627450879353612,0.012037880561715291,0.008704200544780551,0.002495569460016637,0.0,0
0.6363636363636364,0.0,0.2,0.6666666666666666,0.16666666666666674,0.2,0.2222222222222222,0.2,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.24372351483169424,0.307942238267148,0.27945184618874913,0.30127491325748407,0.22317590787566147,0.2474719681333046,0.015584463831289046,0.01545889736838037,0.010536588821181005,0.011946941924208601,0.00757411359060605,0.00945776728596127,0
0.051948051948051945,0.0,0.2,0.3333333333333333,0.09259259259259262,0.2,0.2222222222222222,0.2,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.08140607926227979,0.1471261440747787,0.10777074378983811,0.1163527797950456,0.14865776681961876,0.17086736332344787,0.009287523141411827,0.003699829436832369,0.0022863709076026755,0.007454891760706166,0.0026251702894619453,0.0009457767285961269,0
0.025974025974025976,1.0,0.4000000000000001,0.6666666666666666,0.018518518518518545,0.2,0.2222222222222222,0.2,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.06799192452226753,0.1355932711176356,0.10571648781276125,0.11909787783426129,0.14154227776439593,0.14722968113704518,0.004132947797928263,0.0038647243420950926,0.0033449488321209537,0.0025600589837589858,0.0006027945555595742,0.00037831069143845074,0
0.10389610389610389,1.0,0.2,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.028160896564590494,0.11673232769597197,0.07167675147853597,0.08168482207697894,0.13539925882815854,0.14266588065367736,0.025231104534168797,0.0,0.0,0.0312907476054915,0.0,0.0009949571184831255,0
0.025974025974025976,0.0,0.2,0.6666666666666666,0.2407407407407407,0.2,0.2222222222222222,0.2,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.062391727299379016,0.14648800874814627,0.11712522259619418,0.12889534414588882,0.1513627298582737,0.164969250508471,0.006191682094274551,0.004364562023672724,0.002361140352085379,0.029686443975669198,0.006027945555595742,0.0018915534571922537,0
0.6363636363636364,1.0,0.2,0.3333333333333333,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.03255843394365822,0.10671390266189314,0.10066165067703428,0.15493746469781328,0.12386875543274171,0.14354034523258496,0.004526119610914697,0.048079747298557685,0.08933374522115031,0.0049835814883841595,0.001748104211122765,0.003003786890021299,0
