@RELATION PageBlock

@ATTRIBUTE 0 REAL
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE 3 REAL
@ATTRIBUTE 4 REAL
@ATTRIBUTE 5 REAL
@ATTRIBUTE 6 REAL
@ATTRIBUTE 7 REAL
@ATTRIBUTE 8 REAL
@ATTRIBUTE 9 REAL
@ATTRIBUTE target REAL

@DATA
0.0049813200498132005,0.010869565217391306,0.0001944633506035309,0.0025940747830977312,0.3670886075949367,0.6343283582089553,0.0002684699232943077,0.00021205695243865495,0.00034687594848892164,0.0015571473061351607,0.0
0.006226650062266501,0.010869565217391306,0.00024307918825441365,0.002160177134525031,0.39767932489451474,0.8731343283582089,0.0005248284214775939,0.00033323235383217215,0.000650392403416728,0.0012457178449081284,0.0
0.006226650062266501,0.03079710144927536,0.0007014570861055936,0.005573629451408118,0.24789029535864976,0.7238805970149254,0.0006923698021800565,0.0007270524083611027,0.001582621514980705,0.0018685767673621927,0.0
0.0049813200498132005,0.010869565217391306,0.0001944633506035309,0.0025940747830977312,0.33649789029535865,0.7260127931769723,0.0006721840936616875,0.0001817631020902757,0.00041191518883059445,0.0006228589224540643,0.0
0.006226650062266501,0.003623188405797101,7.639631630853002e-05,0.0009180752821731381,0.47257383966244726,0.9402985074626866,0.00025232135647961244,6.0587700696758585e-05,0.00021679746780557603,0.0009342883836810964,0.0
0.0049813200498132005,0.012681159420289856,0.00022918894892559,0.00296651911663653,0.5253164556962026,1.0,0.0002906742026645135,0.00045440775522568916,0.0007154316437584008,0.002491435689816257,0.0
0.006226650062266501,0.005434782608695652,0.00011806703429500091,0.001229066300678035,0.38502109704641346,0.6886993603411513,0.000302785627775535,9.088155104513784e-05,0.00021679746780557603,0.0009342883836810964,0.0
0.0049813200498132005,0.009057971014492754,0.0001597377522814718,0.0022216304495589327,0.2964135021097047,0.2889125799573561,0.0018167137666532096,9.088155104513784e-05,6.50392403416728e-05,0.0,0.0
0.0049813200498132005,0.007246376811594203,0.00012501215395941274,0.0018491861160201343,0.3670886075949367,0.488272921108742,0.0018167137666532096,9.088155104513784e-05,0.0001300784806833456,0.0,0.0
0.0049813200498132005,0.010869565217391306,0.0001944633506035309,0.0025940747830977312,0.45780590717299574,0.908315565031983,0.0015139281388776747,0.00030293850348379284,0.0005419936695139401,0.0003114294612270321,0.0
