0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,target
0.49473684210526314,0.36363636363636365,0.5,0.3333333333333333,0.0,0.02844761200114757,0.0,0.0,0.5,0.8,0.09090909090909091,0.02082655385616661,0.14516129032258063,0.0,0.0,1.0,0
0.39999999999999997,0.09090909090909091,0.5,0.0,0.0,0.07451643589472572,0.0,0.0,0.0,0.43333333333333335,0.7272727272727273,0.12463390823299707,0.04838709677419355,0.0,0.0,1.0,0
0.5894736842105264,0.36363636363636365,0.0,0.6666666666666666,0.0,0.03762815770003171,1.0,0.0,0.0,0.2,0.7272727272727273,0.05141555483241132,0.016129032258064516,0.0,0.0,1.0,0
0.28421052631578947,0.0,1.0,0.6666666666666666,0.0,0.06121370438038866,1.0,0.0,0.0,0.8333333333333334,0.7272727272727273,0.025382362512203056,0.0,0.03525264394829612,0.02631578947368421,0.0,0
0.5789473684210527,0.36363636363636365,0.5,0.6666666666666666,0.0,0.0503571051081885,0.0,0.0,0.0,0.8,0.09090909090909091,0.099251545720794,0.0967741935483871,0.0,0.0,1.0,0
0.34736842105263155,0.8181818181818182,1.0,0.6666666666666666,1.0,0.02844761200114757,0.0,0.0,0.0,0.6,0.8181818181818182,0.03872437357630979,0.016129032258064516,0.0,0.0,1.0,0
0.28421052631578947,0.9090909090909092,1.0,0.6666666666666666,0.0,0.06121370438038866,0.0,0.0,0.0,0.06666666666666668,0.2727272727272727,0.10218027985681744,0.0,0.0,0.0,1.0,0
0.6105263157894737,0.36363636363636365,0.0,0.3333333333333333,0.0,0.08318359581439594,1.0,0.0,1.0,0.43333333333333335,0.7272727272727273,0.24210868857793685,0.03225806451612903,0.0,0.0,1.0,0
0.3789473684210526,0.36363636363636365,0.5,0.6666666666666666,0.0,0.04067827321183203,0.0,0.0,1.0,0.3333333333333333,0.5454545454545454,0.039375203384315,0.04838709677419355,0.0,0.0,1.0,0
0.3157894736842105,0.6363636363636364,0.5,0.3333333333333333,0.0,0.02890059945339514,1.0,0.0,0.0,0.7333333333333333,0.4545454545454546,0.023104458184184832,0.03225806451612903,0.0,0.0,1.0,0
0.6105263157894737,0.4545454545454546,0.5,0.3333333333333333,0.0,0.02844761200114757,0.0,1.0,1.0,0.9666666666666667,0.5454545454545454,0.032866905304262936,0.016129032258064516,0.0,0.0,1.0,0
0.25263157894736843,0.09090909090909091,1.0,0.3333333333333333,0.0,0.028855300708170384,1.0,0.0,1.0,0.03333333333333333,0.5454545454545454,0.0901399284087211,0.016129032258064516,0.0,0.0,1.0,0
0.3157894736842105,0.36363636363636365,1.0,0.6666666666666666,0.0,0.038111344315762456,0.0,0.0,0.0,0.23333333333333334,0.4545454545454546,0.04783599088838269,0.016129032258064516,0.0,0.0,1.0,0
0.5157894736842106,0.0,0.5,0.3333333333333333,0.0,0.03306808401407281,0.0,1.0,1.0,0.5333333333333333,0.5454545454545454,0.10120403514480962,0.016129032258064516,0.0,0.0,1.0,0
0.4526315789473684,0.36363636363636365,1.0,0.6666666666666666,0.0,0.036374892415480094,0.0,0.0,0.0,0.4,0.09090909090909091,0.04035144809632281,0.016129032258064516,0.0,0.0,1.0,0
0.4421052631578947,0.09090909090909091,0.5,0.3333333333333333,0.0,0.0356199133284008,1.0,0.0,1.0,0.5333333333333333,0.5454545454545454,0.04425642694435405,0.03225806451612903,0.0,0.0,1.0,0
0.41052631578947363,0.36363636363636365,1.0,0.6666666666666666,0.0,0.04917933773234481,0.0,0.0,0.0,0.7,0.9090909090909092,0.03774812886430198,0.04838709677419355,0.0,0.0,1.0,0
0.4526315789473684,0.09090909090909091,0.5,0.0,0.0,0.030848445498059703,1.0,0.0,0.5,0.3666666666666667,0.7272727272727273,0.09502115196876015,0.03225806451612903,0.0,0.0,1.0,0
0.431578947368421,0.09090909090909091,0.5,0.0,0.0,0.029489483141316986,1.0,0.0,0.0,0.5333333333333333,0.8181818181818182,0.12105434428896843,0.0,0.0,0.0,1.0,0
0.3789473684210526,0.09090909090909091,0.5,0.0,1.0,0.005964334787926375,1.0,1.0,1.0,0.9333333333333333,0.7272727272727273,0.056622193296452974,0.0,0.0,0.0,1.0,0
0.3578947368421052,0.5454545454545454,0.0,0.3333333333333333,0.0,0.041916438914642064,1.0,0.0,1.0,0.6666666666666666,0.7272727272727273,0.10185486495281483,0.0,0.0,0.0,1.0,0
