@relation movement_libras
@attribute 1st_coordinate_abcissa real [0.090909, 0.9323]
@attribute 1st_coordinate_ordinate real [0.14815, 0.88657]
@attribute 2st_coordinate_abcissa real [0.085106, 0.93037]
@attribute 2st_coordinate_ordinate real [0.14815, 0.88889]
@attribute 3st_coordinate_abcissa real [0.085106, 0.9323]
@attribute 3st_coordinate_ordinate real [0.14815, 0.88426]
@attribute 4st_coordinate_abcissa real [0.088975, 0.9323]
@attribute 4st_coordinate_ordinate real [0.14583, 0.88194]
@attribute 5st_coordinate_abcissa real [0.092843, 0.9323]
@attribute 5st_coordinate_ordinate real [0.14583, 0.875]
@attribute 6st_coordinate_abcissa real [0.10058, 0.9323]
@attribute 6st_coordinate_ordinate real [0.14352, 0.875]
@attribute 7st_coordinate_abcissa real [0.10445, 0.93424]
@attribute 7st_coordinate_ordinate real [0.14352, 0.87037]
@attribute 8st_coordinate_abcissa real [0.11025, 0.94197]
@attribute 8st_coordinate_ordinate real [0.1412, 0.86343]
@attribute 9st_coordinate_abcissa real [0.11992, 0.94391]
@attribute 9st_coordinate_ordinate real [0.1412, 0.86343]
@attribute 10st_coordinate_abcissa real [0.12766, 0.94391]
@attribute 10st_coordinate_ordinate real [0.13657, 0.86111]
@attribute 11st_coordinate_abcissa real [0.13153, 0.94197]
@attribute 11st_coordinate_ordinate real [0.13657, 0.84722]
@attribute 12st_coordinate_abcissa real [0.10638, 0.94197]
@attribute 12st_coordinate_ordinate real [0.13426, 0.84028]
@attribute 13st_coordinate_abcissa real [0.040619, 0.9381]
@attribute 13st_coordinate_ordinate real [0.092593, 1.0]
@attribute 14st_coordinate_abcissa real [0.015474, 0.9265]
@attribute 14st_coordinate_ordinate real [0.018519, 0.84028]
@attribute 15st_coordinate_abcissa real [0.017408, 0.91489]
@attribute 15st_coordinate_ordinate real [0.018519, 0.84028]
@attribute 16st_coordinate_abcissa real [0.023211, 0.91103]
@attribute 16st_coordinate_ordinate real [0.0625, 0.84028]
@attribute 17st_coordinate_abcissa real [0.052224, 0.88781]
@attribute 17st_coordinate_ordinate real [0.12269, 0.84028]
@attribute 18st_coordinate_abcissa real [0.10832, 0.88781]
@attribute 18st_coordinate_ordinate real [0.14815, 0.84028]
@attribute 19st_coordinate_abcissa real [0.13926, 0.88781]
@attribute 19st_coordinate_ordinate real [0.14583, 0.84028]
@attribute 20st_coordinate_abcissa real [0.16054, 0.88588]
@attribute 20st_coordinate_ordinate real [0.12963, 0.84028]
@attribute 21st_coordinate_abcissa real [0.147, 0.88008]
@attribute 21st_coordinate_ordinate real [0.13194, 0.84028]
@attribute 22st_coordinate_abcissa real [0.11219, 0.88008]
@attribute 22st_coordinate_ordinate real [0.15046, 0.84028]
@attribute 23st_coordinate_abcissa real [0.088975, 0.88008]
@attribute 23st_coordinate_ordinate real [0.14815, 0.83796]
@attribute 24st_coordinate_abcissa real [0.083172, 0.88008]
@attribute 24st_coordinate_ordinate real [0.14352, 0.87037]
@attribute 25st_coordinate_abcissa real [0.071567, 0.88588]
@attribute 25st_coordinate_ordinate real [0.13889, 0.95833]
@attribute 26st_coordinate_abcissa real [0.052224, 0.89362]
@attribute 26st_coordinate_ordinate real [0.13657, 0.9838]
@attribute 27st_coordinate_abcissa real [0.046422, 0.89555]
@attribute 27st_coordinate_ordinate real [0.13426, 0.85185]
@attribute 28st_coordinate_abcissa real [0.040619, 0.88975]
@attribute 28st_coordinate_ordinate real [0.13194, 0.86806]
@attribute 29st_coordinate_abcissa real [0.048356, 0.89749]
@attribute 29st_coordinate_ordinate real [0.12731, 0.87037]
@attribute 30st_coordinate_abcissa real [0.067698, 0.88975]
@attribute 30st_coordinate_ordinate real [0.11111, 0.86111]
@attribute 31st_coordinate_abcissa real [0.088975, 0.89749]
@attribute 31st_coordinate_ordinate real [0.10185, 0.85417]
@attribute 32st_coordinate_abcissa real [0.094778, 0.90522]
@attribute 32st_coordinate_ordinate real [0.041667, 0.83565]
@attribute 33st_coordinate_abcissa real [0.092843, 0.91876]
@attribute 33st_coordinate_ordinate real [0.0, 0.82407]
@attribute 34st_coordinate_abcissa real [0.10058, 0.90716]
@attribute 34st_coordinate_ordinate real [0.0, 0.82639]
@attribute 35st_coordinate_abcissa real [0.071567, 0.90716]
@attribute 35st_coordinate_ordinate real [0.030093, 0.83333]
@attribute 36st_coordinate_abcissa real [0.065764, 0.91683]
@attribute 36st_coordinate_ordinate real [0.085648, 0.83565]
@attribute 37st_coordinate_abcissa real [0.017408, 0.9207]
@attribute 37st_coordinate_ordinate real [0.11111, 0.87963]
@attribute 38st_coordinate_abcissa real [0.0, 0.92456]
@attribute 38st_coordinate_ordinate real [0.099537, 0.9838]
@attribute 39st_coordinate_abcissa real [0.0058027, 0.92843]
@attribute 39st_coordinate_ordinate real [0.094907, 0.96991]
@attribute 40st_coordinate_abcissa real [0.025145, 0.94391]
@attribute 40st_coordinate_ordinate real [0.085648, 0.84722]
@attribute 41st_coordinate_abcissa real [0.059961, 0.96132]
@attribute 41st_coordinate_ordinate real [0.076389, 0.83102]
@attribute 42st_coordinate_abcissa real [0.059961, 0.97099]
@attribute 42st_coordinate_ordinate real [0.050926, 0.81944]
@attribute 43st_coordinate_abcissa real [0.029014, 0.97872]
@attribute 43st_coordinate_ordinate real [0.030093, 0.82407]
@attribute 44st_coordinate_abcissa real [0.011605, 0.98839]
@attribute 44st_coordinate_ordinate real [0.0092593, 0.87269]
@attribute 45st_coordinate_abcissa real [0.0058027, 1.0]
@attribute 45st_coordinate_ordinate real [0.0069444, 0.88426]
@attribute Class {1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}
@inputs 1st_coordinate_abcissa, 1st_coordinate_ordinate, 2st_coordinate_abcissa, 2st_coordinate_ordinate, 3st_coordinate_abcissa, 3st_coordinate_ordinate, 4st_coordinate_abcissa, 4st_coordinate_ordinate, 5st_coordinate_abcissa, 5st_coordinate_ordinate, 6st_coordinate_abcissa, 6st_coordinate_ordinate, 7st_coordinate_abcissa, 7st_coordinate_ordinate, 8st_coordinate_abcissa, 8st_coordinate_ordinate, 9st_coordinate_abcissa, 9st_coordinate_ordinate, 10st_coordinate_abcissa, 10st_coordinate_ordinate, 11st_coordinate_abcissa, 11st_coordinate_ordinate, 12st_coordinate_abcissa, 12st_coordinate_ordinate, 13st_coordinate_abcissa, 13st_coordinate_ordinate, 14st_coordinate_abcissa, 14st_coordinate_ordinate, 15st_coordinate_abcissa, 15st_coordinate_ordinate, 16st_coordinate_abcissa, 16st_coordinate_ordinate, 17st_coordinate_abcissa, 17st_coordinate_ordinate, 18st_coordinate_abcissa, 18st_coordinate_ordinate, 19st_coordinate_abcissa, 19st_coordinate_ordinate, 20st_coordinate_abcissa, 20st_coordinate_ordinate, 21st_coordinate_abcissa, 21st_coordinate_ordinate, 22st_coordinate_abcissa, 22st_coordinate_ordinate, 23st_coordinate_abcissa, 23st_coordinate_ordinate, 24st_coordinate_abcissa, 24st_coordinate_ordinate, 25st_coordinate_abcissa, 25st_coordinate_ordinate, 26st_coordinate_abcissa, 26st_coordinate_ordinate, 27st_coordinate_abcissa, 27st_coordinate_ordinate, 28st_coordinate_abcissa, 28st_coordinate_ordinate, 29st_coordinate_abcissa, 29st_coordinate_ordinate, 30st_coordinate_abcissa, 30st_coordinate_ordinate, 31st_coordinate_abcissa, 31st_coordinate_ordinate, 32st_coordinate_abcissa, 32st_coordinate_ordinate, 33st_coordinate_abcissa, 33st_coordinate_ordinate, 34st_coordinate_abcissa, 34st_coordinate_ordinate, 35st_coordinate_abcissa, 35st_coordinate_ordinate, 36st_coordinate_abcissa, 36st_coordinate_ordinate, 37st_coordinate_abcissa, 37st_coordinate_ordinate, 38st_coordinate_abcissa, 38st_coordinate_ordinate, 39st_coordinate_abcissa, 39st_coordinate_ordinate, 40st_coordinate_abcissa, 40st_coordinate_ordinate, 41st_coordinate_abcissa, 41st_coordinate_ordinate, 42st_coordinate_abcissa, 42st_coordinate_ordinate, 43st_coordinate_abcissa, 43st_coordinate_ordinate, 44st_coordinate_abcissa, 44st_coordinate_ordinate, 45st_coordinate_abcissa, 45st_coordinate_ordinate
@outputs Class
@data
0.71567, 0.68056, 0.71373, 0.68056, 0.70986, 0.68981, 0.7118, 0.68287, 0.71567, 0.65741, 0.71373, 0.65509, 0.69439, 0.58102, 0.6499, 0.52083, 0.60348, 0.49769, 0.53965, 0.50926, 0.45648, 0.52083, 0.36557, 0.54167, 0.32302, 0.63889, 0.25532, 0.72917, 0.21857, 0.80324, 0.21083, 0.8125, 0.22437, 0.76389, 0.24758, 0.65046, 0.30948, 0.59259, 0.34816, 0.54861, 0.44294, 0.5, 0.54932, 0.48843, 0.62476, 0.46065, 0.68859, 0.49306, 0.73501, 0.56481, 0.76983, 0.61574, 0.78723, 0.63426, 0.77756, 0.61111, 0.73888, 0.55556, 0.67311, 0.45833, 0.59574, 0.47222, 0.51064, 0.49306, 0.40426, 0.51852, 0.33849, 0.57407, 0.29594, 0.59259, 0.26306, 0.68519, 0.23598, 0.75231, 0.22437, 0.7662, 0.23017, 0.74306, 0.24758, 0.67824, 0.30174, 0.61111, 0.35397, 0.57639, 0.41006, 0.52315, 0.4913, 0.48611, 0.55899, 0.4838, 1
0.83752, 0.59491, 0.83752, 0.59259, 0.84139, 0.58565, 0.83946, 0.57639, 0.82979, 0.55093, 0.81625, 0.51852, 0.7795, 0.4838, 0.70986, 0.41204, 0.65377, 0.45833, 0.59188, 0.45602, 0.52224, 0.46528, 0.45648, 0.48611, 0.41006, 0.53472, 0.37331, 0.57639, 0.35203, 0.62269, 0.32882, 0.68056, 0.32302, 0.69907, 0.33269, 0.64815, 0.37524, 0.5787, 0.44294, 0.49537, 0.53191, 0.47454, 0.61315, 0.47222, 0.67311, 0.47222, 0.73114, 0.46528, 0.78917, 0.52546, 0.82205, 0.57639, 0.83559, 0.60648, 0.83366, 0.61111, 0.82592, 0.58333, 0.79884, 0.52315, 0.75048, 0.45833, 0.68472, 0.42593, 0.61896, 0.44213, 0.53578, 0.43981, 0.45068, 0.45833, 0.38491, 0.49074, 0.34043, 0.55093, 0.30368, 0.59259, 0.27466, 0.63426, 0.26112, 0.6713, 0.26112, 0.6875, 0.28433, 0.65046, 0.33462, 0.59491, 0.40039, 0.49074, 0.51064, 0.46065, 1
0.29014, 0.31019, 0.29594, 0.30556, 0.30174, 0.2963, 0.32108, 0.28009, 0.3617, 0.25463, 0.4294, 0.23148, 0.52998, 0.22685, 0.64797, 0.25, 0.74855, 0.31481, 0.82592, 0.41667, 0.87427, 0.52315, 0.88395, 0.62037, 0.88201, 0.65278, 0.86654, 0.66898, 0.85687, 0.67593, 0.84139, 0.66435, 0.80464, 0.58565, 0.74275, 0.47917, 0.67505, 0.38194, 0.58994, 0.30093, 0.4971, 0.24074, 0.40039, 0.22222, 0.294, 0.25, 0.2147, 0.30787, 0.18375, 0.33565, 0.18182, 0.33333, 0.18956, 0.31713, 0.2205, 0.2963, 0.29594, 0.25, 0.40426, 0.21296, 0.53578, 0.20139, 0.67505, 0.24769, 0.78143, 0.33796, 0.84333, 0.44444, 0.8646, 0.53935, 0.8588, 0.59259, 0.853, 0.61806, 0.82592, 0.59259, 0.78917, 0.50926, 0.73694, 0.40509, 0.67118, 0.30324, 0.59574, 0.22685, 0.49903, 0.18287, 0.40039, 0.18287, 0.31335, 0.22222, 1
0.2089, 0.26157, 0.2147, 0.25231, 0.22244, 0.26157, 0.26112, 0.24306, 0.33656, 0.23843, 0.43714, 0.25463, 0.53191, 0.30093, 0.59961, 0.38194, 0.64023, 0.48611, 0.65571, 0.57639, 0.65957, 0.64815, 0.65957, 0.68519, 0.65377, 0.68981, 0.64217, 0.66204, 0.61896, 0.59722, 0.5764, 0.50926, 0.52031, 0.3912, 0.44487, 0.28241, 0.36557, 0.20833, 0.2766, 0.15972, 0.19149, 0.14815, 0.13153, 0.17593, 0.088975, 0.21991, 0.083172, 0.21528, 0.10058, 0.20139, 0.12959, 0.16898, 0.17602, 0.15741, 0.2205, 0.16204, 0.31528, 0.15972, 0.42553, 0.18519, 0.52998, 0.24306, 0.61122, 0.33102, 0.66151, 0.42593, 0.68472, 0.50926, 0.68859, 0.5787, 0.67118, 0.61574, 0.64603, 0.60185, 0.62669, 0.55787, 0.59768, 0.4838, 0.54159, 0.37963, 0.46422, 0.28935, 0.35783, 0.24074, 0.25145, 0.22222, 0.18375, 0.21065, 0.14507, 0.21759, 1
0.62282, 0.65278, 0.62476, 0.65046, 0.62669, 0.64815, 0.61315, 0.63426, 0.55319, 0.60185, 0.48356, 0.58333, 0.42553, 0.58102, 0.37137, 0.59722, 0.32108, 0.62269, 0.2824, 0.65278, 0.24952, 0.67361, 0.23211, 0.68056, 0.2205, 0.69676, 0.23017, 0.68056, 0.24565, 0.66898, 0.26692, 0.6412, 0.29207, 0.6088, 0.32495, 0.57176, 0.35397, 0.5463, 0.38491, 0.52315, 0.43133, 0.5, 0.4913, 0.4838, 0.55126, 0.47917, 0.59768, 0.49074, 0.6499, 0.53704, 0.68859, 0.59954, 0.7118, 0.62037, 0.70406, 0.61343, 0.70019, 0.61111, 0.67118, 0.56944, 0.61702, 0.52546, 0.55706, 0.50694, 0.50097, 0.50463, 0.43907, 0.52315, 0.38491, 0.55324, 0.34236, 0.59259, 0.30948, 0.63426, 0.28627, 0.6713, 0.27079, 0.69907, 0.27079, 0.6875, 0.28433, 0.66435, 0.30754, 0.63889, 0.33462, 0.61574, 0.37331, 0.58102, 0.42747, 0.54398, 1
0.71373, 0.40741, 0.706, 0.40972, 0.70986, 0.40972, 0.7176, 0.40972, 0.72147, 0.40972, 0.706, 0.40741, 0.6441, 0.39583, 0.56673, 0.38657, 0.49903, 0.37731, 0.44294, 0.37731, 0.39265, 0.37963, 0.35397, 0.38426, 0.32882, 0.39583, 0.32689, 0.40278, 0.34043, 0.40046, 0.37718, 0.39352, 0.43714, 0.37963, 0.50677, 0.37269, 0.57834, 0.36806, 0.6441, 0.36806, 0.70793, 0.37037, 0.76596, 0.37963, 0.81044, 0.38426, 0.83559, 0.3912, 0.82592, 0.3912, 0.7853, 0.38657, 0.7176, 0.37963, 0.63443, 0.37269, 0.54739, 0.37269, 0.47002, 0.375, 0.40619, 0.37963, 0.35783, 0.38426, 0.32495, 0.39583, 0.30561, 0.40509, 0.29981, 0.40972, 0.31528, 0.40509, 0.3501, 0.40278, 0.40232, 0.40046, 0.46422, 0.39583, 0.52805, 0.39352, 0.58801, 0.3912, 0.64797, 0.39352, 0.70406, 0.40046, 0.75048, 0.40741, 0.78723, 0.41435, 2
0.59768, 0.54398, 0.59574, 0.54398, 0.58027, 0.54167, 0.55319, 0.54167, 0.51451, 0.54167, 0.47389, 0.54167, 0.43714, 0.54167, 0.39845, 0.53935, 0.35977, 0.53935, 0.32882, 0.53241, 0.30174, 0.52546, 0.26886, 0.52546, 0.23791, 0.53704, 0.2205, 0.55556, 0.22437, 0.5625, 0.24371, 0.5625, 0.27273, 0.56019, 0.30754, 0.5625, 0.35203, 0.57407, 0.40812, 0.56481, 0.47389, 0.55093, 0.54159, 0.53935, 0.60542, 0.53241, 0.6499, 0.52546, 0.67311, 0.52083, 0.69439, 0.52083, 0.70793, 0.52546, 0.69052, 0.52083, 0.63056, 0.5162, 0.55319, 0.52083, 0.48356, 0.53009, 0.4236, 0.53009, 0.37331, 0.52315, 0.32108, 0.52546, 0.27466, 0.52546, 0.25919, 0.52546, 0.26692, 0.52546, 0.2882, 0.53009, 0.32882, 0.53704, 0.39845, 0.52546, 0.47582, 0.51389, 0.55899, 0.50463, 0.62282, 0.49306, 0.66731, 0.48611, 0.69632, 0.48843, 2
0.82398, 0.5625, 0.82398, 0.5625, 0.82398, 0.5625, 0.82205, 0.5625, 0.82398, 0.5625, 0.82398, 0.56481, 0.82592, 0.56481, 0.82398, 0.5625, 0.81044, 0.56019, 0.77176, 0.5463, 0.70986, 0.52778, 0.64217, 0.51852, 0.58221, 0.52083, 0.52031, 0.53241, 0.45455, 0.53704, 0.39652, 0.54861, 0.3675, 0.5787, 0.37137, 0.59028, 0.39845, 0.57639, 0.42747, 0.5625, 0.47002, 0.55556, 0.53191, 0.53935, 0.60155, 0.53009, 0.66731, 0.52546, 0.72534, 0.53009, 0.78337, 0.5463, 0.84139, 0.57176, 0.87814, 0.59259, 0.89749, 0.59954, 0.88975, 0.59954, 0.85687, 0.58796, 0.80271, 0.55556, 0.74275, 0.52546, 0.67311, 0.51157, 0.60155, 0.5162, 0.53385, 0.52546, 0.46228, 0.53935, 0.40426, 0.55324, 0.36944, 0.57176, 0.34429, 0.60185, 0.35203, 0.61111, 0.37137, 0.59259, 0.40619, 0.56481, 0.45261, 0.53472, 0.52031, 0.50231, 2
0.76209, 0.55787, 0.76983, 0.55324, 0.76983, 0.55324, 0.76402, 0.55556, 0.76209, 0.55324, 0.70793, 0.54861, 0.64603, 0.53704, 0.5764, 0.5463, 0.49903, 0.55787, 0.42747, 0.55324, 0.36557, 0.53935, 0.30561, 0.54167, 0.26112, 0.53935, 0.25145, 0.54398, 0.27079, 0.54398, 0.33462, 0.54861, 0.41586, 0.56713, 0.49516, 0.58102, 0.57447, 0.59259, 0.63636, 0.57639, 0.69052, 0.56944, 0.74468, 0.56481, 0.77563, 0.5625, 0.7853, 0.5625, 0.7795, 0.5625, 0.76789, 0.5625, 0.73114, 0.5625, 0.68279, 0.5625, 0.62863, 0.56713, 0.58414, 0.59259, 0.52031, 0.59028, 0.45648, 0.5787, 0.40232, 0.56019, 0.3559, 0.54167, 0.30561, 0.53935, 0.24178, 0.52778, 0.19536, 0.53009, 0.19536, 0.53472, 0.23985, 0.52778, 0.30948, 0.53009, 0.38104, 0.54398, 0.44294, 0.56019, 0.50484, 0.56481, 0.5706, 0.56713, 0.64217, 0.56019, 2
0.25338, 0.4213, 0.26886, 0.41898, 0.29594, 0.43287, 0.34043, 0.44213, 0.40812, 0.45139, 0.48743, 0.45833, 0.56093, 0.46296, 0.61122, 0.46991, 0.6499, 0.46991, 0.68279, 0.47222, 0.70793, 0.47222, 0.71567, 0.47222, 0.69826, 0.46991, 0.66151, 0.46528, 0.60735, 0.45833, 0.54739, 0.4537, 0.47969, 0.4537, 0.40619, 0.45602, 0.34043, 0.45833, 0.29014, 0.45833, 0.24371, 0.45139, 0.21277, 0.44444, 0.18762, 0.4375, 0.16634, 0.43519, 0.16828, 0.44444, 0.19923, 0.43981, 0.22824, 0.45602, 0.29787, 0.46065, 0.37911, 0.45833, 0.45841, 0.45833, 0.52998, 0.45139, 0.59381, 0.44907, 0.64797, 0.4537, 0.69246, 0.46528, 0.70793, 0.46528, 0.706, 0.46296, 0.68085, 0.45833, 0.6325, 0.45139, 0.57253, 0.44907, 0.48936, 0.45139, 0.38878, 0.45139, 0.28046, 0.44907, 0.2147, 0.43519, 0.18182, 0.4375, 0.16441, 0.4375, 2
