@relation movement_libras
@attribute 1st_coordinate_abcissa real [0.090909, 0.9323]
@attribute 1st_coordinate_ordinate real [0.14815, 0.88657]
@attribute 2st_coordinate_abcissa real [0.085106, 0.93037]
@attribute 2st_coordinate_ordinate real [0.14815, 0.88889]
@attribute 3st_coordinate_abcissa real [0.085106, 0.9323]
@attribute 3st_coordinate_ordinate real [0.14815, 0.88426]
@attribute 4st_coordinate_abcissa real [0.088975, 0.9323]
@attribute 4st_coordinate_ordinate real [0.14583, 0.88194]
@attribute 5st_coordinate_abcissa real [0.092843, 0.9323]
@attribute 5st_coordinate_ordinate real [0.14583, 0.875]
@attribute 6st_coordinate_abcissa real [0.10058, 0.9323]
@attribute 6st_coordinate_ordinate real [0.14352, 0.875]
@attribute 7st_coordinate_abcissa real [0.10445, 0.93424]
@attribute 7st_coordinate_ordinate real [0.14352, 0.87037]
@attribute 8st_coordinate_abcissa real [0.11025, 0.94197]
@attribute 8st_coordinate_ordinate real [0.1412, 0.86343]
@attribute 9st_coordinate_abcissa real [0.11992, 0.94391]
@attribute 9st_coordinate_ordinate real [0.1412, 0.86343]
@attribute 10st_coordinate_abcissa real [0.12766, 0.94391]
@attribute 10st_coordinate_ordinate real [0.13657, 0.86111]
@attribute 11st_coordinate_abcissa real [0.13153, 0.94197]
@attribute 11st_coordinate_ordinate real [0.13657, 0.84722]
@attribute 12st_coordinate_abcissa real [0.10638, 0.94197]
@attribute 12st_coordinate_ordinate real [0.13426, 0.84028]
@attribute 13st_coordinate_abcissa real [0.040619, 0.9381]
@attribute 13st_coordinate_ordinate real [0.092593, 1.0]
@attribute 14st_coordinate_abcissa real [0.015474, 0.9265]
@attribute 14st_coordinate_ordinate real [0.018519, 0.84028]
@attribute 15st_coordinate_abcissa real [0.017408, 0.91489]
@attribute 15st_coordinate_ordinate real [0.018519, 0.84028]
@attribute 16st_coordinate_abcissa real [0.023211, 0.91103]
@attribute 16st_coordinate_ordinate real [0.0625, 0.84028]
@attribute 17st_coordinate_abcissa real [0.052224, 0.88781]
@attribute 17st_coordinate_ordinate real [0.12269, 0.84028]
@attribute 18st_coordinate_abcissa real [0.10832, 0.88781]
@attribute 18st_coordinate_ordinate real [0.14815, 0.84028]
@attribute 19st_coordinate_abcissa real [0.13926, 0.88781]
@attribute 19st_coordinate_ordinate real [0.14583, 0.84028]
@attribute 20st_coordinate_abcissa real [0.16054, 0.88588]
@attribute 20st_coordinate_ordinate real [0.12963, 0.84028]
@attribute 21st_coordinate_abcissa real [0.147, 0.88008]
@attribute 21st_coordinate_ordinate real [0.13194, 0.84028]
@attribute 22st_coordinate_abcissa real [0.11219, 0.88008]
@attribute 22st_coordinate_ordinate real [0.15046, 0.84028]
@attribute 23st_coordinate_abcissa real [0.088975, 0.88008]
@attribute 23st_coordinate_ordinate real [0.14815, 0.83796]
@attribute 24st_coordinate_abcissa real [0.083172, 0.88008]
@attribute 24st_coordinate_ordinate real [0.14352, 0.87037]
@attribute 25st_coordinate_abcissa real [0.071567, 0.88588]
@attribute 25st_coordinate_ordinate real [0.13889, 0.95833]
@attribute 26st_coordinate_abcissa real [0.052224, 0.89362]
@attribute 26st_coordinate_ordinate real [0.13657, 0.9838]
@attribute 27st_coordinate_abcissa real [0.046422, 0.89555]
@attribute 27st_coordinate_ordinate real [0.13426, 0.85185]
@attribute 28st_coordinate_abcissa real [0.040619, 0.88975]
@attribute 28st_coordinate_ordinate real [0.13194, 0.86806]
@attribute 29st_coordinate_abcissa real [0.048356, 0.89749]
@attribute 29st_coordinate_ordinate real [0.12731, 0.87037]
@attribute 30st_coordinate_abcissa real [0.067698, 0.88975]
@attribute 30st_coordinate_ordinate real [0.11111, 0.86111]
@attribute 31st_coordinate_abcissa real [0.088975, 0.89749]
@attribute 31st_coordinate_ordinate real [0.10185, 0.85417]
@attribute 32st_coordinate_abcissa real [0.094778, 0.90522]
@attribute 32st_coordinate_ordinate real [0.041667, 0.83565]
@attribute 33st_coordinate_abcissa real [0.092843, 0.91876]
@attribute 33st_coordinate_ordinate real [0.0, 0.82407]
@attribute 34st_coordinate_abcissa real [0.10058, 0.90716]
@attribute 34st_coordinate_ordinate real [0.0, 0.82639]
@attribute 35st_coordinate_abcissa real [0.071567, 0.90716]
@attribute 35st_coordinate_ordinate real [0.030093, 0.83333]
@attribute 36st_coordinate_abcissa real [0.065764, 0.91683]
@attribute 36st_coordinate_ordinate real [0.085648, 0.83565]
@attribute 37st_coordinate_abcissa real [0.017408, 0.9207]
@attribute 37st_coordinate_ordinate real [0.11111, 0.87963]
@attribute 38st_coordinate_abcissa real [0.0, 0.92456]
@attribute 38st_coordinate_ordinate real [0.099537, 0.9838]
@attribute 39st_coordinate_abcissa real [0.0058027, 0.92843]
@attribute 39st_coordinate_ordinate real [0.094907, 0.96991]
@attribute 40st_coordinate_abcissa real [0.025145, 0.94391]
@attribute 40st_coordinate_ordinate real [0.085648, 0.84722]
@attribute 41st_coordinate_abcissa real [0.059961, 0.96132]
@attribute 41st_coordinate_ordinate real [0.076389, 0.83102]
@attribute 42st_coordinate_abcissa real [0.059961, 0.97099]
@attribute 42st_coordinate_ordinate real [0.050926, 0.81944]
@attribute 43st_coordinate_abcissa real [0.029014, 0.97872]
@attribute 43st_coordinate_ordinate real [0.030093, 0.82407]
@attribute 44st_coordinate_abcissa real [0.011605, 0.98839]
@attribute 44st_coordinate_ordinate real [0.0092593, 0.87269]
@attribute 45st_coordinate_abcissa real [0.0058027, 1.0]
@attribute 45st_coordinate_ordinate real [0.0069444, 0.88426]
@attribute Class {1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}
@inputs 1st_coordinate_abcissa, 1st_coordinate_ordinate, 2st_coordinate_abcissa, 2st_coordinate_ordinate, 3st_coordinate_abcissa, 3st_coordinate_ordinate, 4st_coordinate_abcissa, 4st_coordinate_ordinate, 5st_coordinate_abcissa, 5st_coordinate_ordinate, 6st_coordinate_abcissa, 6st_coordinate_ordinate, 7st_coordinate_abcissa, 7st_coordinate_ordinate, 8st_coordinate_abcissa, 8st_coordinate_ordinate, 9st_coordinate_abcissa, 9st_coordinate_ordinate, 10st_coordinate_abcissa, 10st_coordinate_ordinate, 11st_coordinate_abcissa, 11st_coordinate_ordinate, 12st_coordinate_abcissa, 12st_coordinate_ordinate, 13st_coordinate_abcissa, 13st_coordinate_ordinate, 14st_coordinate_abcissa, 14st_coordinate_ordinate, 15st_coordinate_abcissa, 15st_coordinate_ordinate, 16st_coordinate_abcissa, 16st_coordinate_ordinate, 17st_coordinate_abcissa, 17st_coordinate_ordinate, 18st_coordinate_abcissa, 18st_coordinate_ordinate, 19st_coordinate_abcissa, 19st_coordinate_ordinate, 20st_coordinate_abcissa, 20st_coordinate_ordinate, 21st_coordinate_abcissa, 21st_coordinate_ordinate, 22st_coordinate_abcissa, 22st_coordinate_ordinate, 23st_coordinate_abcissa, 23st_coordinate_ordinate, 24st_coordinate_abcissa, 24st_coordinate_ordinate, 25st_coordinate_abcissa, 25st_coordinate_ordinate, 26st_coordinate_abcissa, 26st_coordinate_ordinate, 27st_coordinate_abcissa, 27st_coordinate_ordinate, 28st_coordinate_abcissa, 28st_coordinate_ordinate, 29st_coordinate_abcissa, 29st_coordinate_ordinate, 30st_coordinate_abcissa, 30st_coordinate_ordinate, 31st_coordinate_abcissa, 31st_coordinate_ordinate, 32st_coordinate_abcissa, 32st_coordinate_ordinate, 33st_coordinate_abcissa, 33st_coordinate_ordinate, 34st_coordinate_abcissa, 34st_coordinate_ordinate, 35st_coordinate_abcissa, 35st_coordinate_ordinate, 36st_coordinate_abcissa, 36st_coordinate_ordinate, 37st_coordinate_abcissa, 37st_coordinate_ordinate, 38st_coordinate_abcissa, 38st_coordinate_ordinate, 39st_coordinate_abcissa, 39st_coordinate_ordinate, 40st_coordinate_abcissa, 40st_coordinate_ordinate, 41st_coordinate_abcissa, 41st_coordinate_ordinate, 42st_coordinate_abcissa, 42st_coordinate_ordinate, 43st_coordinate_abcissa, 43st_coordinate_ordinate, 44st_coordinate_abcissa, 44st_coordinate_ordinate, 45st_coordinate_abcissa, 45st_coordinate_ordinate
@outputs Class
@data
0.78917, 0.53935, 0.78723, 0.55093, 0.78723, 0.53704, 0.78723, 0.55787, 0.78337, 0.51389, 0.76015, 0.45833, 0.71567, 0.41667, 0.64603, 0.39815, 0.5648, 0.41204, 0.47195, 0.43519, 0.41779, 0.46528, 0.35977, 0.52315, 0.32108, 0.58102, 0.29014, 0.65741, 0.28627, 0.68287, 0.28627, 0.65046, 0.28433, 0.51852, 0.37331, 0.41435, 0.4971, 0.36343, 0.61122, 0.38426, 0.68665, 0.31481, 0.73694, 0.42824, 0.76209, 0.5162, 0.79304, 0.57176, 0.80851, 0.60417, 0.81238, 0.60417, 0.80271, 0.58102, 0.76789, 0.46528, 0.7118, 0.37269, 0.63443, 0.33796, 0.52611, 0.34028, 0.42747, 0.35185, 0.33849, 0.37269, 0.28046, 0.42593, 0.24758, 0.51389, 0.23211, 0.61574, 0.21663, 0.69444, 0.20696, 0.73148, 0.2089, 0.72454, 0.21083, 0.7037, 0.22824, 0.62963, 0.25532, 0.52083, 0.32689, 0.4537, 0.43714, 0.41435, 0.53191, 0.40741, 1
0.21857, 0.34722, 0.21857, 0.34491, 0.22244, 0.34491, 0.23211, 0.34028, 0.27273, 0.31944, 0.33656, 0.30324, 0.42166, 0.30787, 0.5029, 0.34722, 0.56093, 0.43056, 0.61122, 0.53009, 0.65377, 0.61806, 0.68472, 0.67824, 0.69052, 0.7037, 0.68085, 0.70602, 0.66538, 0.69444, 0.64023, 0.625, 0.59768, 0.52546, 0.52998, 0.43519, 0.45068, 0.36343, 0.3675, 0.32407, 0.27853, 0.33796, 0.18569, 0.37037, 0.1412, 0.38889, 0.13346, 0.40741, 0.12959, 0.40741, 0.13346, 0.40741, 0.13733, 0.38657, 0.16054, 0.37037, 0.22244, 0.34028, 0.30948, 0.30556, 0.40812, 0.28935, 0.5087, 0.32639, 0.58994, 0.40972, 0.64603, 0.51852, 0.69052, 0.61574, 0.70406, 0.67361, 0.69246, 0.67824, 0.67698, 0.64583, 0.6499, 0.57407, 0.61702, 0.47222, 0.55513, 0.37731, 0.47582, 0.30556, 0.38104, 0.26852, 0.294, 0.29398, 0.22824, 0.35648, 1
0.16248, 0.3287, 0.16248, 0.33333, 0.16054, 0.33565, 0.15861, 0.33796, 0.15667, 0.33796, 0.15861, 0.34259, 0.16828, 0.34954, 0.19149, 0.39583, 0.26499, 0.42361, 0.34236, 0.44213, 0.43133, 0.44676, 0.51064, 0.45139, 0.58221, 0.4537, 0.63443, 0.46065, 0.67311, 0.46528, 0.70213, 0.46296, 0.71373, 0.46065, 0.69826, 0.46065, 0.65184, 0.45833, 0.58414, 0.44907, 0.48936, 0.44907, 0.38491, 0.4537, 0.29014, 0.4537, 0.22824, 0.44444, 0.18762, 0.43519, 0.14894, 0.43981, 0.12573, 0.43287, 0.12186, 0.43056, 0.11992, 0.43056, 0.12766, 0.42824, 0.16054, 0.43287, 0.22244, 0.43056, 0.29014, 0.46065, 0.38298, 0.45833, 0.46035, 0.4537, 0.51838, 0.44676, 0.56093, 0.44213, 0.59574, 0.43287, 0.62476, 0.43287, 0.6499, 0.43287, 0.67118, 0.43287, 0.67892, 0.43519, 0.66538, 0.43519, 0.62282, 0.43056, 0.55513, 0.42361, 2
0.5706, 0.65741, 0.5706, 0.65741, 0.5706, 0.65509, 0.56867, 0.65046, 0.54739, 0.6412, 0.51064, 0.63194, 0.46422, 0.625, 0.41393, 0.61574, 0.35977, 0.61343, 0.31721, 0.60648, 0.27466, 0.61111, 0.24371, 0.59954, 0.22631, 0.60648, 0.23017, 0.60648, 0.24952, 0.61111, 0.28627, 0.61343, 0.33269, 0.61806, 0.37911, 0.61806, 0.4236, 0.61574, 0.47389, 0.61574, 0.51838, 0.62037, 0.55706, 0.625, 0.59381, 0.62963, 0.61896, 0.63657, 0.62089, 0.63657, 0.62089, 0.63657, 0.60155, 0.63426, 0.56093, 0.62731, 0.50677, 0.61806, 0.44874, 0.61111, 0.39072, 0.61111, 0.33849, 0.6088, 0.29787, 0.61111, 0.26692, 0.60648, 0.23985, 0.61574, 0.23211, 0.62037, 0.23985, 0.62269, 0.25145, 0.62963, 0.28046, 0.63889, 0.32302, 0.63194, 0.36944, 0.625, 0.42166, 0.62269, 0.47389, 0.62269, 0.52418, 0.63194, 0.56286, 0.6412, 2
0.68085, 0.73843, 0.68279, 0.73843, 0.68085, 0.73843, 0.68472, 0.73611, 0.68859, 0.72685, 0.70019, 0.7037, 0.71373, 0.66898, 0.70793, 0.61343, 0.67311, 0.54398, 0.66151, 0.5, 0.66538, 0.4375, 0.65957, 0.375, 0.63443, 0.29861, 0.62669, 0.22222, 0.60928, 0.18519, 0.59574, 0.17593, 0.60735, 0.20833, 0.61122, 0.29398, 0.62476, 0.38657, 0.64797, 0.47222, 0.65184, 0.51389, 0.67118, 0.56481, 0.67505, 0.59954, 0.67311, 0.63657, 0.66538, 0.67824, 0.66151, 0.69907, 0.65764, 0.6875, 0.66538, 0.62269, 0.64023, 0.5787, 0.64217, 0.50231, 0.64023, 0.40509, 0.63636, 0.31944, 0.63443, 0.26389, 0.63443, 0.21991, 0.62282, 0.18287, 0.61122, 0.1875, 0.61315, 0.24537, 0.60928, 0.31481, 0.61509, 0.39583, 0.61122, 0.46296, 0.61122, 0.51852, 0.62476, 0.56713, 0.64603, 0.59028, 0.66538, 0.62037, 0.66925, 0.64583, 3
0.60155, 0.75463, 0.60155, 0.75463, 0.59961, 0.75694, 0.60155, 0.75694, 0.59961, 0.75694, 0.59768, 0.75694, 0.60155, 0.75694, 0.59961, 0.75694, 0.59961, 0.75694, 0.59961, 0.75694, 0.59961, 0.75694, 0.59961, 0.75694, 0.60155, 0.75694, 0.59961, 0.75694, 0.59961, 0.75694, 0.60155, 0.75694, 0.60155, 0.75694, 0.60155, 0.75694, 0.60155, 0.75694, 0.59961, 0.75694, 0.59961, 0.75926, 0.59961, 0.75694, 0.60155, 0.75694, 0.59961, 0.75694, 0.60542, 0.75694, 0.60155, 0.75463, 0.60155, 0.75463, 0.60348, 0.75463, 0.59961, 0.75463, 0.60348, 0.75463, 0.60348, 0.75463, 0.60155, 0.75463, 0.60155, 0.75463, 0.60155, 0.75463, 0.59961, 0.75463, 0.60155, 0.75463, 0.60348, 0.75463, 0.60348, 0.75463, 0.60155, 0.75463, 0.60348, 0.75463, 0.60542, 0.75231, 0.60348, 0.75463, 0.60348, 0.75463, 0.60542, 0.75463, 0.60735, 0.75463, 3
0.51257, 0.74537, 0.51644, 0.74306, 0.51451, 0.74306, 0.51257, 0.74074, 0.51064, 0.72685, 0.50484, 0.68287, 0.48162, 0.625, 0.45455, 0.57639, 0.43714, 0.51389, 0.42553, 0.45602, 0.42553, 0.40509, 0.4352, 0.36111, 0.44874, 0.33565, 0.45455, 0.3287, 0.45068, 0.33102, 0.44487, 0.33796, 0.44101, 0.35648, 0.43714, 0.38657, 0.43133, 0.4213, 0.41393, 0.46759, 0.41006, 0.50463, 0.43907, 0.53472, 0.46035, 0.59259, 0.46422, 0.65278, 0.46615, 0.7037, 0.46809, 0.73611, 0.46615, 0.74537, 0.46615, 0.73843, 0.46809, 0.7338, 0.47002, 0.73148, 0.47582, 0.71065, 0.47389, 0.66898, 0.48162, 0.61111, 0.45261, 0.56713, 0.43327, 0.5162, 0.42747, 0.46296, 0.43327, 0.43287, 0.4294, 0.40509, 0.4236, 0.38194, 0.41393, 0.36343, 0.41393, 0.36343, 0.41199, 0.37963, 0.41199, 0.41204, 0.40619, 0.45833, 0.40812, 0.48843, 3
0.56673, 0.14815, 0.5648, 0.14815, 0.56286, 0.14815, 0.55899, 0.14583, 0.55319, 0.14583, 0.54932, 0.14352, 0.54545, 0.14352, 0.54159, 0.1412, 0.53385, 0.1412, 0.52805, 0.13657, 0.51838, 0.13657, 0.5087, 0.13426, 0.49903, 0.13426, 0.48356, 0.13426, 0.47195, 0.13426, 0.45648, 0.13657, 0.43907, 0.1412, 0.42166, 0.14815, 0.40232, 0.15278, 0.38298, 0.15741, 0.3617, 0.16435, 0.34043, 0.16898, 0.31721, 0.18056, 0.29787, 0.1875, 0.2766, 0.20139, 0.25532, 0.21296, 0.23598, 0.22454, 0.21857, 0.23611, 0.20116, 0.25, 0.18762, 0.26157, 0.17988, 0.2662, 0.16828, 0.28009, 0.16828, 0.27315, 0.17215, 0.28472, 0.14894, 0.29398, 0.147, 0.30787, 0.14313, 0.32639, 0.14313, 0.34028, 0.14313, 0.36111, 0.15667, 0.36806, 0.16248, 0.38889, 0.16634, 0.41204, 0.17602, 0.43519, 0.18182, 0.46296, 0.19342, 0.49074, 4
0.61896, 0.21759, 0.61896, 0.21759, 0.61509, 0.21528, 0.61509, 0.21296, 0.60928, 0.21296, 0.60155, 0.21065, 0.58801, 0.20833, 0.5706, 0.2037, 0.54739, 0.19907, 0.52418, 0.19907, 0.49323, 0.19676, 0.46035, 0.19444, 0.4294, 0.19444, 0.39265, 0.20833, 0.3559, 0.22454, 0.32108, 0.25, 0.2882, 0.27778, 0.26692, 0.30787, 0.25532, 0.33333, 0.25338, 0.3588, 0.25919, 0.38426, 0.26886, 0.40972, 0.2766, 0.43287, 0.28433, 0.4537, 0.294, 0.44907, 0.30561, 0.47454, 0.31915, 0.50463, 0.33462, 0.54167, 0.35203, 0.57407, 0.37524, 0.60648, 0.40619, 0.62731, 0.4352, 0.65278, 0.46228, 0.67593, 0.48743, 0.69444, 0.50677, 0.70602, 0.54932, 0.72222, 0.59188, 0.73611, 0.63056, 0.74769, 0.66538, 0.75694, 0.69826, 0.76389, 0.71954, 0.77315, 0.73308, 0.77778, 0.74275, 0.77778, 0.74468, 0.77778, 0.73888, 0.77778, 4
0.55126, 0.23148, 0.54932, 0.2338, 0.54932, 0.23148, 0.55126, 0.23148, 0.55126, 0.23148, 0.55126, 0.23148, 0.55319, 0.22917, 0.55513, 0.22917, 0.55513, 0.22917, 0.55513, 0.22685, 0.56093, 0.22454, 0.56673, 0.21991, 0.57253, 0.21759, 0.58027, 0.21759, 0.59574, 0.21528, 0.61896, 0.21528, 0.6499, 0.21991, 0.68472, 0.22685, 0.72147, 0.24306, 0.75822, 0.26389, 0.7911, 0.29167, 0.82012, 0.32639, 0.84139, 0.36343, 0.85687, 0.40509, 0.8646, 0.4537, 0.87041, 0.50231, 0.87234, 0.54861, 0.87041, 0.60185, 0.86847, 0.55787, 0.8646, 0.57639, 0.8588, 0.60648, 0.84333, 0.63426, 0.81044, 0.65741, 0.76789, 0.68056, 0.72921, 0.69907, 0.69052, 0.71296, 0.64603, 0.72222, 0.60348, 0.72685, 0.56286, 0.72222, 0.52998, 0.71296, 0.5029, 0.70139, 0.48162, 0.68519, 0.46615, 0.6713, 0.45261, 0.66667, 0.44681, 0.65972, 5
